Urdu,Roman_Urdu
ترک کر چکے قاصد کوئے نامراداں کو,tark kar chuke qsid kenmurd ko
کون اب خبر لاوے شہر آشنائی کی,kaun ab habar laave shahreshn k
طنز و طعنہ و تہمت سب ہنر ہیں ناصح کے,tanz o taana o tohmat sab hunar hai nseh ke
آپ سے کوئی پوچھے ہم نے کیا برائی کی,aap se ko pchhe ham ne ky bur k
پھر قفس میں شور اٹھا قیدیوں کا اور صیاد,phir qafas me shor utth qaidiyo k aur sayyd
دیکھنا اڑا دے گا پھر خبر رہائی کی,dekhn u deg phir habar rih k
دکھ ہوا جب اس در پر کل فرازؔ کو دیکھا,dukh hu jab us dar par kal farz ko dekh
لاکھ عیب تھے اس میں خو نہ تھی گدائی کی,laakh aib the us me h na th gad k
اس سے پہلے کہ بے وفا ہو جائیں,is se pahle ki bevaf ho jaae
کیوں نہ اے دوست ہم جدا ہو جائیں,kyuu na ai dost ham jud ho jaae
تو بھی ہیرے سے بن گیا پتھر,t bh hiire se ban gay patthar
ہم بھی کل جانے کیا سے کیا ہو جائیں,ham bh kal jaane ky se ky ho jaae
تو کہ یکتا تھا بے شمار ہوا,t ki yakt th beshumr hu
ہم بھی ٹوٹیں تو جا بجا ہو جائیں,ham bh tte to jbaj ho jaae
ہم بھی مجبوریوں کا عذر کریں,ham bh majbriyo k uzr kare
پھر کہیں اور مبتلا ہو جائیں,phir kah aur mubtal ho jaae
ہم اگر منزلیں نہ بن پائے,ham agar manzile na ban paae
منزلوں تک کا راستا ہو جائیں,manzilo tak k rst ho jaae
دیر سے سوچ میں ہیں پروانے,der se soch me hai parvne
راکھ ہو جائیں یا ہوا ہو جائیں,raakh ho jaae y hav ho jaae
عشق بھی کھیل ہے نصیبوں کا,ishq bh khel hai nasbo k
خاک ہو جائیں کیمیا ہو جائیں,haak ho jaae kmiy ho jaae
اب کے گر تو ملے تو ہم تجھ سے,ab ke gar t mile to ham tujh se
ایسے لپٹیں تری قبا ہو جائیں,aise lipte tir qab ho jaae
بندگی ہم نے چھوڑ دی ہے فرازؔ,bandag ham ne chho d hai farz
کیا کریں لوگ جب خدا ہو جائیں,ky kare log jab hud ho jaae
جب بھی دل کھول کے روئے ہوں گے,jab bh dil khol ke roe hoge
لوگ آرام سے سوئے ہوں گے,log rm se soe hoge
بعض اوقات بہ مجبوریٔ دل,baaz auqt bamajbredil
ہم تو کیا آپ بھی روئے ہوں گے,ham to ky aap bh roe hoge
صبح تک دست صبا نے کیا کیا,subh tak dastesab ne ky ky
پھول کانٹوں میں پروئے ہوں گے,phuul kto me piroe hoge
وہ سفینے جنہیں طوفاں نہ ملے,vo safne jinhe tf na mile
ناخداؤں نے ڈبوئے ہوں گے,nhudo ne duboe hoge
رات بھر ہنستے ہوئے تاروں نے,raat bhar haste hue tro ne
ان کے عارض بھی بھگوئے ہوں گے,un ke aariz bh bhigoe hoge
کیا عجب ہے وہ ملے بھی ہوں فرازؔ,ky ajab hai vo mile bh ho farz
ہم کسی دھیان میں کھوئے ہوں گے,ham kis dhyn me khoe hoge
جس سمت بھی دیکھوں نظر آتا ہے کہ تم ہو,jis samt bh dekh nazar aat hai ki tum ho
اے جان جہاں یہ کوئی تم سا ہے کہ تم ہو,ai jnejah ye ko tum s hai ki tum ho
یہ خواب ہے خوشبو ہے کہ جھونکا ہے کہ پل ہے,ye hvb hai hushb hai ki jhok hai ki pal hai
یہ دھند ہے بادل ہے کہ سایا ہے کہ تم ہو,ye dhund hai bdal hai ki saay hai ki tum ho
اس دید کی ساعت میں کئی رنگ ہیں لرزاں,is diid k saaat me ka rag hai larz
میں ہوں کہ کوئی اور ہے دنیا ہے کہ تم ہو,mai huu ki ko aur hai duniy hai ki tum ho
دیکھو یہ کسی اور کی آنکھیں ہیں کہ میری,dekho ye kis aur k khe hai ki mer
دیکھوں یہ کسی اور کا چہرہ ہے کہ تم ہو,dekh ye kis aur k chehra hai ki tum ho
یہ عمر گریزاں کہیں ٹھہرے تو یہ جانوں,ye umregurez kah thahre to ye jn
ہر سانس میں مجھ کو یہی لگتا ہے کہ تم ہو,har saas me mujh ko yah lagt hai ki tum ho
ہر بزم میں موضوع سخن دل زدگاں کا,har bazm me mauzesuhan dilzadag k
اب کون ہے شیریں ہے کہ لیلی ہے کہ تم ہو,ab kaun hai shr hai ki lail hai ki tum ho
اک درد کا پھیلا ہوا صحرا ہے کہ میں ہوں,ik dard k phail hu sahr hai ki mai huu
اک موج میں آیا ہوا دریا ہے کہ تم ہو,ik mauj me aay hu dariy hai ki tum ho
وہ وقت نہ آئے کہ دل زار بھی سوچے,vo vaqt na aae ki dilezr bh soche
اس شہر میں تنہا کوئی ہم سا ہے کہ تم ہو,is shahr me tanh ko ham s hai ki tum ho
آباد ہم آشفتہ سروں سے نہیں مقتل,bd ham shuftasaro se nah maqtal
یہ رسم ابھی شہر میں زندہ ہے کہ تم ہو,ye rasm abh shahr me zinda hai ki tum ho
اے جان فرازؔ اتنی بھی توفیق کسے تھی,ai jnefarz itn bh taufq kise th
ہم کو غم ہستی بھی گوارا ہے کہ تم ہو,ham ko hamehast bh gavr hai ki tum ho
جو غیر تھے وہ اسی بات پر ہمارے ہوئے,jo hair the vo is baat par hamre hue
کہ ہم سے دوست بہت بے خبر ہمارے ہوئے,ki ham se dost bahut behabar hamre hue
کسے خبر وہ محبت تھی یا رقابت تھی,kise habar vo mohabbat th y raqbat th
بہت سے لوگ تجھے دیکھ کر ہمارے ہوئے,bahut se log tujhe dekh kar hamre hue
اب اک ہجوم شکستہ دلاں ہے ساتھ اپنے,ab ik hujmeshikastadil hai saath apne
جنہیں کوئی نہ ملا ہم سفر ہمارے ہوئے,jinhe ko na mil hamsafar hamre hue
کسی نے غم تو کسی نے مزاج غم بخشا,kis ne ham to kis ne mizjeham bahsh
سب اپنی اپنی جگہ چارہ گر ہمارے ہوئے,sab apn apn jagah chragar hamre hue
بجھا کے طاق کی شمعیں نہ دیکھ تاروں کو,bujh ke taaq k shame na dekh tro ko
اسی جنوں میں تو برباد گھر ہمارے ہوئے,is jun me to barbd ghar hamre hue
وہ اعتماد کہاں سے فرازؔ لائیں گے,vo etimd kah se farz lege
کسی کو چھوڑ کے وہ اب اگر ہمارے ہوئے,kis ko chho ke vo ab agar hamre hue
جز ترے کوئی بھی دن رات نہ جانے میرے,juz tire ko bh din raat na jaane mere
تو کہاں ہے مگر اے دوست پرانے میرے,t kah hai magar ai dost purne mere
تو بھی خوشبو ہے مگر میرا تجسس بے کار,t bh hushb hai magar mer tajassus bekr
برگ آوارہ کی مانند ٹھکانے میرے,bargevra k mnind thikne mere
شمع کی لو تھی کہ وہ تو تھا مگر ہجر کی رات,shama k lau th ki vo t th magar hijr k raat
دیر تک روتا رہا کوئی سرہانے میرے,der tak rot rah ko sirhne mere
خلق کی بے خبری ہے کہ مری رسوائی,halq k behabar hai ki mir rusv
لوگ مجھ کو ہی سناتے ہیں فسانے میرے,log mujh ko h sunte hai fasne mere
لٹ کے بھی خوش ہوں کہ اشکوں سے بھرا ہے دامن,lut ke bh hush huu ki ashko se bhar hai dman
دیکھ غارت گر دل یہ بھی خزانے میرے,dekh hratgaredil ye bh hazne mere
آج اک اور برس بیت گیا اس کے بغیر,aaj ik aur baras biit gay us ke bahair
جس کے ہوتے ہوئے ہوتے تھے زمانے میرے,jis ke hote hue hote the zamne mere
کاش تو بھی میری آواز کہیں سنتا ہو,kaash t bh mer vz kah sunt ho
پھر پکارا ہے تجھے دل کی صدا نے میرے,phir pukr hai tujhe dil k sad ne mere
کاش تو بھی کبھی آ جائے مسیحائی کو,kaash t bh kabh aa jaae mash ko
لوگ آتے ہیں بہت دل کو دکھانے میرے,log aate hai bahut dil ko dukhne mere
کاش اوروں کی طرح میں بھی کبھی کہہ سکتا,kaash auro k tarah mai bh kabh kah sakt
بات سن لی ہے مری آج خدا نے میرے,baat sun l hai mir aaj hud ne mere
تو ہے کس حال میں اے زود فراموش مرے,t hai kis haal me ai zdfarmosh mire
مجھ کو تو چھین لیا عہد وفا نے میرے,mujh ko to chhn liy ahdevaf ne mere
چارہ گر یوں تو بہت ہیں مگر اے جان فرازؔ,chrgar yuu to bahut hai magar ai jnefarz
جز ترے اور کوئی زخم نہ جانے میرے,juz tire aur ko zahm na jaane mere
کروں نہ یاد مگر کس طرح بھلاؤں اسے,kar na yaad magar kis tarah bhul use
غزل بہانہ کروں اور گنگناؤں اسے,hazal bahna kar aur gungun use
وہ خار خار ہے شاخ گلاب کی مانند,vo haar haar hai shhegulb k mnind
میں زخم زخم ہوں پھر بھی گلے لگاؤں اسے,mai zahm zahm huu phir bh gale lag use
یہ لوگ تذکرے کرتے ہیں اپنے لوگوں کے,ye log tazkire karte hai apne logo ke
میں کیسے بات کروں اب کہاں سے لاؤں اسے,mai kaise baat kar ab kah se l use
مگر وہ زود فراموش زود رنج بھی ہے,magar vo zdfarmosh zdranj bh hai
کہ روٹھ جائے اگر یاد کچھ دلاؤں اسے,ki ruuth jaae agar yaad kuchh dil use
وہی جو دولت دل ہے وہی جو راحت جاں,vah jo daulatedil hai vah jo rhatej
تمہاری بات پہ اے ناصحو گنواؤں اسے,tumhr baat pe ai nseho gav use
جو ہم سفر سر منزل بچھڑ رہا ہے فرازؔ,jo hamsafar saremanzil bichha rah hai farz
عجب نہیں ہے اگر یاد بھی نہ آؤں اسے,ajab nah hai agar yaad bh na aauu use
کٹھن ہے راہ گزر تھوڑی دور ساتھ چلو,kathin hai rhguzar tho duur saath chalo
بہت کڑا ہے سفر تھوڑی دور ساتھ چلو,bahut ka hai safar tho duur saath chalo
تمام عمر کہاں کوئی ساتھ دیتا ہے,tamm umr kah ko saath det hai
یہ جانتا ہوں مگر تھوڑی دور ساتھ چلو,ye jnt huu magar tho duur saath chalo
نشے میں چور ہوں میں بھی تمہیں بھی ہوش نہیں,nashe me chuur huu mai bh tumhe bh hosh nah
بڑا مزہ ہو اگر تھوڑی دور ساتھ چلو,ba maza ho agar tho duur saath chalo
یہ ایک شب کی ملاقات بھی غنیمت ہے,ye ek shab k mulqt bh hanmat hai
کسے ہے کل کی خبر تھوڑی دور ساتھ چلو,kise hai kal k habar tho duur saath chalo
ابھی تو جاگ رہے ہیں چراغ راہوں کے,abh to jaag rahe hai charh rho ke
ابھی ہے دور سحر تھوڑی دور ساتھ چلو,abh hai duur sahar tho duur saath chalo
طواف منزل جاناں ہمیں بھی کرنا ہے,tavfemanzilejn hame bh karn hai
فرازؔ تم بھی اگر تھوڑی دور ساتھ چلو,farz tum bh agar tho duur saath chalo
خاموش ہو کیوں داد جفا کیوں نہیں دیتے,hmosh ho kyuu ddejaf kyuu nah dete
بسمل ہو تو قاتل کو دعا کیوں نہیں دیتے,bismil ho to qtil ko du kyuu nah dete
وحشت کا سبب روزن زنداں تو نہیں ہے,vahshat k sabab rauzanezind to nah hai
مہر و مہ و انجم کو بجھا کیوں نہیں دیتے,mehr o mah o anjum ko bujh kyuu nah dete
اک یہ بھی تو انداز علاج غم جاں ہے,ik ye bh to andzeiljehamej hai
اے چارہ گرو درد بڑھا کیوں نہیں دیتے,ai chragaro dard bah kyuu nah dete
منصف ہو اگر تم تو کب انصاف کرو گے,munsif ho agar tum to kab insf karoge
مجرم ہیں اگر ہم تو سزا کیوں نہیں دیتے,mujrim hai agar ham to saz kyuu nah dete
رہزن ہو تو حاضر ہے متاع دل و جاں بھی,rahzan ho to hzir hai matediloj bh
رہبر ہو تو منزل کا پتہ کیوں نہیں دیتے,rahbar ho to manzil k pata kyuu nah dete
کیا بیت گئی اب کے فرازؔ اہل چمن پر؟,ky biit ga ab ke farz ahlechaman par
یاران قفس مجھ کو صدا کیوں نہیں دیتے,yrneqafas mujh ko sad kyuu nah dete
کیا ایسے کم سخن سے کوئی گفتگو کرے,ky aise kamsuhan se ko guftug kare
جو مستقل سکوت سے دل کو لہو کرے,jo mustaqil sukt se dil ko lah kare
اب تو ہمیں بھی ترک مراسم کا دکھ نہیں,ab to hame bh tarkemarsim k dukh nah
پر دل یہ چاہتا ہے کہ آغاز تو کرے,par dil ye chht hai ki hz t kare
تیرے بغیر بھی تو غنیمت ہے زندگی,tere bahair bh to hanmat hai zindag
خود کو گنوا کے کون تری جستجو کرے,hud ko gav ke kaun tir justuj kare
اب تو یہ آرزو ہے کہ وہ زخم کھائیے,ab to ye aarz hai ki vo zahm khiye
تا زندگی یہ دل نہ کوئی آرزو کرے,tzindag ye dil na ko aarz kare
تجھ کو بھلا کے دل ہے وہ شرمندۂ نظر,tujh ko bhul ke dil hai vo sharmindaenazar
اب کوئی حادثہ ہی ترے روبرو کرے,ab ko hdsa h tire rbar kare
چپ چاپ اپنی آگ میں جلتے رہو فرازؔ,chupchp apn aag me jalte raho farz
دنیا تو عرض حال سے بے آبرو کرے,duniy to arzehl se bebr kare
میں تو مقتل میں بھی قسمت کا سکندر نکلا,mai to maqtal me bh qismat k sikandar nikl
قرعۂ فال مرے نام کا اکثر نکلا,quraefl mire naam k aksar nikl
تھا جنہیں زعم وہ دریا بھی مجھی میں ڈوبے,th jinhe zoam vo dariy bh mujh me duube
میں کہ صحرا نظر آتا تھا سمندر نکلا,mai ki sahr nazar aat th samundar nikl
میں نے اس جان بہاراں کو بہت یاد کیا,mai ne us jnebahr ko bahut yaad kiy
جب کوئی پھول مری شاخ ہنر پر نکلا,jab ko phuul mir shhehunar par nikl
شہر والوں کی محبت کا میں قائل ہوں مگر,shahrvlo k mohabbat k mai qaael huu magar
میں نے جس ہاتھ کو چوما وہی خنجر نکلا,mai ne jis haath ko chm vah hanjar nikl
تو یہیں ہار گیا ہے مرے بزدل دشمن,t yah haar gay hai mire buzdil dushman
مجھ سے تنہا کے مقابل ترا لشکر نکلا,mujh se tanh ke muqbil tir lashkar nikl
میں کہ صحرائے محبت کا مسافر تھا فرازؔ,mai ki sahremohabbat k musfir th farz
ایک جھونکا تھا کہ خوشبو کے سفر پر نکلا,ek jhok th ki hushb ke safar par nikl
پھر اسی رہ گزار پر شاید,phir us rahguzr par shyad
ہم کبھی مل سکیں مگر شاید,ham kabh mil sake magar shyad
جن کے ہم منتظر رہے ان کو,jin ke ham muntazir rahe un ko
مل گئے اور ہم سفر شاید,mil gae aur hamsafar shyad
جان پہچان سے بھی کیا ہوگا,jnpahchn se bh ky hog
پھر بھی اے دوست غور کر شاید,phir bh ai dost haur kar shyad
اجنبیت کی دھند چھٹ جائے,ajnabiyyat k dhund chhat jaae
چمک اٹھے تری نظر شاید,chamak utthe tir nazar shyad
زندگی بھر لہو رلائے گی,zindag bhar lah ruleg
یاد یاران بے خبر شاید,ydeyrnebehabar shyad
جو بھی بچھڑے وہ کب ملے ہیں فرازؔ,jo bh bichhe vo kab mile hai farz
پھر بھی تو انتظار کر شاید,phir bh t intizr kar shyad
قربت بھی نہیں دل سے اتر بھی نہیں جاتا,qurbat bh nah dil se utar bh nah jaat
وہ شخص کوئی فیصلہ کر بھی نہیں جاتا,vo shahs ko faisla kar bh nah jaat
آنکھیں ہیں کہ خالی نہیں رہتی ہیں لہو سے,khe hai ki hl nah raht hai lah se
اور زخم جدائی ہے کہ بھر بھی نہیں جاتا,aur zahmejud hai ki bhar bh nah jaat
وہ راحت جاں ہے مگر اس در بدری میں,vo rhatej hai magar is darbadr me
ایسا ہے کہ اب دھیان ادھر بھی نہیں جاتا,ais hai ki ab dhyn udhar bh nah jaat
ہم دوہری اذیت کے گرفتار مسافر,ham dohr aziyyat ke giraftr musfir
پاؤں بھی ہیں شل شوق سفر بھی نہیں جاتا,paav bh hai shal shauqesafar bh nah jaat
دل کو تری چاہت پہ بھروسہ بھی بہت ہے,dil ko tir chhat pe bharosa bh bahut hai
