Urdu,Roman_Urdu
مجھے چاہیئے وہی ساقیا جو برس چلے جو چھلک چلے,mujhe chhiye vah sqiy jo baras chale jo chhalak chale
باقی کا وقت گیہوں کے دانوں میں بٹ گیا,baaq k vaqt geh ke dno me bat gay
صبح ہونے کا جسے شام سے ڈر لگتا ہے,subh hone k jise shaam se dar lagt hai
بات کرتے کہ میں لب تشنۂ تقریر بھی تھا,baat karte ki mai labtishnaetaqrr bh th
صلائے عام ہے یاران نکتہ داں کے لیے,salem hai yrnenuktad ke liye
میری تصویر بھی گرتی تو چھناکا ہوتا,mer tasvr bh girt to chhank hot
تیرے پاس آیا ہوں کہنے ایک بات,tere paas aay huu kahne ek baat
ہے عشق اس تبسم جاں بخش کا شہید,hai ishq us tabassumejbahsh k shahd
بہت دنوں میں تغافل نے تیرے پیدا کی,bahut dino me tahful ne tere paid k
پند یہ پیر خرابات نے فرمائی ہے,pand ye preharbt ne farm hai
رہ گیا تھا دل میں جو کچھ ذوق خواری ہائے ہائے,rah gay th dil me jo kuchh zauqehvr haae haae
میرا مطلب ادا کرے کوئی,mer matlab ad kare ko
دل کو دل سے راہ ہے تو جس طرح سے ہم تجھے,dil ko dil se raah hai to jis tarah se ham tujhe
ہماری خاطر کوئی ستارہ نہیں چلے گا,hamr htir ko sitra nah chaleg
مطلب نہ کفر و دیں سے نہ دیر و حرم سے کام,matlab na kufr o dii se na dair o haram se kaam
فنا بھی ہو کے گراں باریٔ حیات نہ پوچھ,fan bh ho ke girbrehayt na pchh
حسن سوز نہاں مجسم ہے,husnesozenih mujassam hai
سوچتا ہوں کہ بچھا دوں کوئی جال ایسے میں,socht huu ki bichh duu ko jaal aise me
لے کے داغ آئے گا سینے پہ بہت اے سیاح,le ke daah aaeg siine pe bahut ai sayyh
نہ آتے نہ آتے یہاں آتے آتے,na aate na aate yah aate aate
کون ہوتا ہے حریف مے مرد افگن عشق,kaun hot hai harfemaiemardafganeishq
حریف مطلب مشکل نہیں فسون نیاز,harfematlabemushkil nah fusneniyz
جب بھی ہم خانماں خراب آئے,jab bh ham hnumharb aae
اکثر وہ کہتے ہیں وہ بس میرے ہیں,akasr vo kahte hai vo bas mere hai
دل آشنائے سوز محبت نہیں رہا,dil shnesozemohabbat nah rah
کہیں گریباں نہ پھاڑ ڈالیں جناب ناصح بھی تنگ ہو کر,kah gareb na phaa dle janbenseh bh tag ho kar
محبت میں ذرا سی بے وفائی تو ضروری ہے,mohabbat me zar s bevaf to zarr hai
دیکھنا یہ ہے کہ اب آگ کدھر لگتی ہے,dekhn ye hai ki ab aag kidhar lagt hai
لاکھ حسن یقیں سے بڑھ کر ہے,laakh husneyaq se bah kar hai
ہم بھی دل کی بات کہاں کہہ پاتے ہیں,ham bh dil k baat kah kah paate hai
ہے کچھ ایسا کہ اس کی جلوت میں,hai kuchh ais ki us k jalvat me
اس کو نہ پا سکے تھے جب دل کا عجیب حال تھا,us ko na p sake the jab dil k ajiib haal th
سبد گل کے تلے بند کرے ہے گلچیں,sabadegul ke tale band kare hai gulch
غم ہے اب جان مری درد ہے اب دل میرا,ham hai ab jaan mir dard hai ab dil mer
اک عمر چاہیئے کہ گوارا ہو نیش عشق,ik umr chhiye ki gavr ho nsheishq
تشنگی پر عتاب کرتا ہوں,tishnag par itaab kart huu
ساعت ترک تعلق بھی قریب آ ہی گئی,satetarketaalluq bh qarb aa h ga
بجھ رہے ہیں ایک اک کر کے عقیدوں کے دیے,bujh rahe hai ek ik kar ke aqdo ke diye
اپنے کیے سے دل میں پشیماں تمہیں تو ہو,apne kiye se dil me pashem tumh to ho
پیشوا لینے مجھے گھر سے بیاباں نکلا,peshv lene mujhe ghar se bayb nikl
بن تمہارے کبھی نہیں آئی,bin tumhre kabh nah aa
جسے نصیب ہو روز سیاہ میرا سا,jise nasb ho rozesiyh mer s
تو ہو اور آپ بہ صد رنگ گلستاں ہونا,t ho aur aap basadragegulist hon
ہم رشک کو اپنے بھی گوارا نہیں کرتے,ham rashk ko apne bh gavr nah karte
ملبوس دل کو تن کا لبادہ نہیں کیا,malbsedil ko tan k labda nah kiy
چلے جو راہ تو چیونٹی کو بھی بچا کے چلے,chale jo raah to chyt ko bh bach ke chale
میری گھٹی میں پڑی تھی ہو کے حل اردو زباں,mer ghutt me pa th ho ke hal urdu zab
ملاتے ہو اسی کو خاک میں جو دل سے ملتا ہے,milte ho us ko haak me jo dil se milt hai
کیوں آ گئی ایسے میں تری لغزش پا یاد,kyuu aa ga aise me tir lahzishep yaad
چشم ما روشن کہ اس بے درد کا دل شاد ہے,chashmem raushan ki us bedard k dil shaad hai
داغ دامن کے ہوں دل کے ہوں کہ چہرے کے فرازؔ,daah dman ke ho dil ke ho ki chehre ke farz
کار جہاں ہمیں بھی بہت تھے سفر کی شام,krejah hame bh bahut the safar k shaam
ترا مجنوں ہوں صحرا کی قسم ہے,tir majn huu sahr k qasam hai
اچھے برے کے فرق نے بستی اجاڑ دی,achchhe bure ke farq ne bast ujaa d
عشق نازک مزاج ہے بے حد,ishq nzukmizj hai behad
جب اور ہی کچھ تھا مگر اب اور ہی کچھ ہے,jab aur h kuchh th magar ab aur h kuchh hai
عمر بھر کی امیدواری ہے,umr bhar k umdvr hai
برنگ شمع کیوں یعقوب کی آنکھیں نہیں روشن,barageshama kyuu yqb k khe nah raushan
میں بھی جلے ہوؤں میں ہوں داغ نا تمامی,mai bh jalehuo me huu dhentamm
دیکھا اس بیماری دل نے آخر کام تمام کیا,dekh is bmriedil ne hir kaam tamm kiy
کوئی تقصیر بجز خجلت تقصیر نہیں,ko taqsr bajuz hajlatetaqsr nah
ہتکھنڈے ہیں چرخ نیلی فام کے,hathkande hai charhenlfm ke
کہ مرا طائر دل اس کے تہ دام نہ ہو,ki mir tiredil us ke tahedm na ho
جز عجز کیا کروں بہ تمنائے بے خودی,juz ijz ky kar batamannebehud
غنچۂ گل پرفشاں پروانہ آسا جل گیا,hunchaegul parfish parvnas jal gay
مت سہل ہمیں جانو پھرتا ہے فلک برسوں,mat sahl hame jaano phirt hai falak barso
وقت بدلا تو تری رائے بدل جائے گی,vaqt badl to tir raae badal jeg
نگہ ناز کی تاثیر بھی کیا ہوتی ہے,nigahenz k tsr bh ky hot hai
تیرگی ٹوٹ پڑی ہے مجھ پر,trg tuut pa hai mujh par
صاحبان کتاب ہیں ہم لوگ,shibnekitb hai ham log
عبادت برق کی کرتا ہوں اور افسوس حاصل کا,ibdat barq k kart huu aur afsos hsil k
بات کرنے میں کیا برائی ہے,baat karne me ky bur hai
الجھن سی ہونے لگتی تھی مجھ کو اکثر اور وہ یوں,uljhan s hone lagt th mujh ko akasr aur vo yuu
جانے کیسے لوگ وہ ہوں گے جو اس کو بھاتے ہوں گے,jaane kaise log vo hoge jo us ko bhte hoge
محبت طرز پیوند نہال دوستی جانے,mohabbat tarzepaivandenihledost jaane
مجھے معلوم ہے جو تو نے میرے حق میں سوچا ہے,mujhe maalm hai jo t ne mere haq me soch hai
میں رہین درد سہی مگر مجھے اور چاہئے کیا جگرؔ,mai rahnedard sah magar mujhe aur chhiye ky jigar
کیا جانئے قفس میں رہے کیا معاملہ,ky jniye qafas me rahe ky momla
عشق بیتاب جاں گدازی ہے,ishq betbejgudz hai
وجد آ گیا فلک کو غش آ گیا زمیں کو,vajd aa gay falak ko hash aa gay zam ko
ہم صفیران چمن کچھ آشیانے کی کہو,hamsafrnechaman kuchh shiyne k kaho
دار پر خود لٹک گئے ہوں گے,daar par hud latak gae hoge
ٹیڑھے نہ ہو ہم سے رکھو اخلاص تو سیدھا,tehe na ho ham se rakho ihls to sdh
ترے وصال کی خواہش کے تیز رنگوں سے,tire visl k hvhish ke tez rago se
بہت دنوں سے تو یہ حوض صاف بھی نہ ہوا,bahut dino se to ye hauz saaf bh na hu
مانع ہوں کیوں کہ گریۂ خونیں کے عشق میں,maane ho kyuu ki giryaehn ke ishq me
پہلے وہ نگاہ اک کرن تھی,pahle vo nigh ik kiran th
چاہیے وقت تپش یک دست صد پہلو مجھے,chhiye vaqtetapish yakdast sadpahl mujhe
رگ سنگ سے ٹپکتا وہ لہو کہ پھر نہ تھمتا,ragesag se tapakt vo lah ki phir na thamt
ہم ہیں اور اس کی یادگاری ہے,ham hai aur us k ydgr hai
دل لے کے مجھ سے دیتے ہو داغ جگر مجھے,dil le ke mujh se dete ho dhejigar mujhe
یہاں کے لوگ کب کے جا چکے ہیں,yah ke log kab ke j chuke hai
روداد چھیڑ زندگیٔ بے ثبات کی,rdd chhe zindagebesabt k
سنا ہے رات کو جگنو ٹھہر کے دیکھتے ہیں,sun hai raat ko jugn thahar ke dekhte hai
عذر جانے میں نہ کر اے قاصد,uzr jaane me na kar ai qsid
پہلے فراقؔ کو دیکھا ہوتا اب تو بہت کم بولیں ہیں,pahle firq ko dekh hot ab to bahut kam bole hai
سنتے نہیں ہیں شیخ نئی روشنی کی بات,sunte nah hai shaih na raushn k baat
باقی جہاں میں قیس نہ فرہاد رہ گیا,baaq jah me qais na farhd rah gay
بندھ گئی تھی دل میں کچھ امید سی,badh ga th dil me kuchh ummd s
دام سبزہ میں ہے پرواز چمن تسخیر کا,dmesabza me hai parvzechaman tashr k
دن کی چادر ابھی اتاری ہے,din k chdar abh utr hai
پھول کی طرح مرے جسم کا ہر لب کھل جائے,phuul k tarah mire jism k har lab khul jaae
تیری سوئی آنکھوں نے تو اور ہمیں ہوشیار کیا,ter so kho ne to aur hame hoshiyr kiy
دلالہ نے امید دلائی تو ہے لیکن,dallla ne ummd dil to hai lekin
ہنگامۂ زبونی ہمت ہے انفعال,hagmaezabniehimmat hai infil
صبح ازل سے کوئی تقاضا کیے بغیر,subheazal se ko taqz kiye bahair
داغؔ سے کہہ دو اب نہ گھبراؤ,dh se kah do ab na ghabro
رخصت ہوئی شباب کے ہم راہ زندگی,ruhsat hu shabb ke hamrh zindag
وقف وہ بہر مزار شہدا ہوتی ہے,vaqf vo bahremazreshohad hot hai
چلے دنیا سے جس کی یاد میں ہم,chale duniy se jis k yaad me ham
وہ نہیں تو کوئی تو ہوگا کہیں اس کی طرح,vo nah to ko to hog kah us k tarah
گھر کے انداز ہی گھر سے جاتے رہے,ghar ke andz h ghar se jaate rahe
غم عشق میں مزا تھا جو اسے سمجھ کے کھاتے,hameishq me maz th jo use samajh ke khte
خامہ میرا کہ وہ ہے باربد بزم سخن,hma mer ki vo hai brbudebazmesuhan
زندگی پھر سے فضا میں روشن,zindag phir se faz me raushan
نہ فرمائیے گا تو فرمائیے گا,na farmiyeg to farmiyeg
وہ چاروں طرف دم بدم دیکھتے ہیں,vo chro taraf dambadam dekhte hai
میں بھی معذور جنوں ہوں اسدؔ اے خانہ خراب,mai bh mzrejun huu asad ai hnaharb
دم گریہ کس کا تصور ہے دل میں,damegirya kis k tasavvur hai dil me
کیا ہے کس نے اشارا کہ ناز بستر کھینچ,kiy hai kis ne ishr ki nzebistar khch
ہے بسکہ ہر اک ان کے اشارے میں نشاں اور,hai baski har ik un ke ishre me nish aur
کس طرح مری روح ہری کر گیا آخر,kis tarah mir ruuh har kar gay hir
کچھ نہ تھا تیری قسم ترک وفا سے پہلے,kuchh na th ter qasam tarkevaf se pahle
دل کو گھیرے ہیں روزگار کے غم,dil ko ghere hai rozgr ke ham
دل کو کس شکل سے اپنے نہ مصفا رکھوں,dil ko kis shakl se apne na musaff rakkh
قیس تصویر کے پردے میں بھی عریاں نکلا,qais tasvr ke parde me bh ury nikl
دم ذرا لو کہ مرا دم تم پر,dam zar lo ki mir dam tum par
عروج قومی زوال قومی خدا کی قدرت کے ہیں کرشمے,urjeqaum zavleqaum hud k qudrat ke hai karishme
از سر نو داستان شوق دہرائی گئی,azsarenau dstneshauq dohr ga
آنکھوں نے فراقؔ آج نہ پوچھو جو دکھایا,kho ne firq aaj na pchho jo dikhy
برگ گل پر رکھ گئی شبنم کا موتی باد صبح,bargegul par rakh ga shabnam k mot bdesubh
دل چلا ہے عشق کا ہو جوہری,dil chal hai ishq k ho jauhar
وصل کے شہر کی روشنی ایک تو,vasl ke shahr k raushn ek t
صرف اک صفحہ پلٹ کر اس نے,sirf ik safha palat kar us ne
اس کا بلاؤز نارنجی تھا اس کی ساری دھانی تھی,us k blouse nranj th us k saar dhn th
آ کے مسجد سے کیا لیا تو نے,aa ke masjid se ky liy t ne
رنگ گلشن دم بہار نہ پوچھ,ragegulshan damebahr na pchh
ہم نے دیکھا ہی نہ تھا موسم ہجراں جاناں,ham ne dekh h na th mausamehijr jn
آواز شکست دل ہی تو ہے آواز شکست جام نہیں,vzeshikastedil h to hai vzeshikastejm nah
شاید آیا اسی خوبی کی بدولت لکھنا,shyad aay is hb k badaulat likhn
غرض کہ آ ہی گیا مجھ کو پیار عید کے دن,haraz ki aa h gay mujh ko pyaar eid ke din
کہوں کس سے میں کہ کیا ہے شب غم بری بلا ہے,kah kis se mai ki ky hai shabeham bur bal hai
اک حسن بے مثال کی تمثیل کے لیے,ik husnebemisl k tamsl ke liye
لکھنؤ کیا تری گلیوں کا مقدر تھا یہی,lucknow ky tir galiyo k muqaddar th yah
میری قسمت میں غم گر اتنا تھا,mer qismat me ham gar itn th
مشتمل ہے کلام تجھ لب کا,mushtamil hai kalm tujh lab k
مجھ کو دھوکا ہے تار بستر کا,mujh ko dhok hai trebistar k
ادھر تو آ مرے خوش رنگ پتھروں والے,idhar to aa mire hushrag pattharo vaale
گفتگو کم سے کم کیا کیجے,guftug kam se kam kiy kiije
ہے جو ہمارا ایک حساب اس حساب سے,hai jo hamr ek hisb us hisb se
سامنے وہ یار میرے بے حجاب آ جائے گا,smne vo yaar mere behijb aa jeg
تھا یہاں دل میں طعن وصل عدو,th yah dil me tnevaslead
آج ساقی گھر کے آئی ہے گھٹا اچھی طرح,aaj saaq ghir ke aa hai ghat achchh tarah
ان آئینہ رویوں کے کیا میرؔ بھی عاشق ہیں,un naryo ke ky mr bh shiq hai
کھیلنا آتا ہے ہم کو بھی شکار,kheln aat hai ham ko bh shikr
آج مجھ سے انہیں حجاب ہوا,aaj mujh se unhe hijb hu
حاصل ہے کیا سواے ترائی کے دہر میں,hsil hai ky sive tar ke dahr me
کوئی دن بوالہوس بھی شاد ہو لیں,ko din bulhavas bh shaad ho le
ہجر کی رت جاں لیوا تھی پر غلط سبھی اندازے نکلے,hijr k rut jlev th par halat sabh andze nikle
تسلیاں مجھے دے دے کے بے قرار کیا,tasalliy mujhe de de ke beqarr kiy
رقیب و شیوۂ الفت خدا کی قدرت ہے,raqb o shevaeulfat hud k qudrat hai
جاتی ہے جس کی جان اسے جان جائیے,jaat hai jis k jaan use jaan jiye
جو اک خدا نہیں ملتا تو اتنا ماتم کیوں,jo ik hud nah milt to itn mtam kyuu
وہ بام و در وہ لوگ وہ رسوائیوں کے زخم,vo baam o dar vo log vo rusviyo ke zahm
مقتل سے آنے والی ہوا کو بھی کب ملا,maqtal se aane vaal hav ko bh kab mil
زمیں ہماری بدل گئی ہے اگرچہ ہے آسمان باقی,zam hamr badal ga hai agarche hai smn baaq
مسافران عدم کا پتہ ملے کیونکر,musfirneadam k pata mile kykar
ابھی ضمیر میں تھوڑی سی جان باقی ہے,abh zamr me tho s jaan baaq hai
آنی جانی ہر محبت ہے چلو یوں ہی سہی,aan jaan har mohabbat hai chalo yuu h sah
وہ حرف راز کہ مجھ کو سکھا گیا ہے جنوں,vo harferz ki mujh ko sikh gay hai jun
یہ غیرتیں یہ حرارت یہ گرمیاں کب تک,ye hairate ye harrat ye garmiy kab tak
عشق کی اک جست نے طے کر دیا قصہ تمام,ishq k ik jast ne tai kar diy qissa tamm
