urdu_text,roman_text
یہ ہر مقام پہ کیا سوچتا ہے آخر تو,ye har maqam pe kya sochta hai akhir tu
فضا اداس ہے رت مضمحل ہے میں چپ ہوں,faza udaas hai rut muzmahil hai main chup huun
جو ہو سکے تو چلا آ کسی کی خاطر تو,jo ho sake to chala aa kisi ki khatir tu
فرازؔ تو نے اسے مشکلوں میں ڈال دیا,'faraz' tu ne use mushkilon men daal diya
زمانہ صاحب زر اور صرف شاعر تو,zamana sahab e zar aur sirf shaer tu
اس قدر مسلسل تھیں شدتیں جدایی کی,is qadar musalsal thiin shiddaten judai ki
آج پہلی بار اس سے میں نے بے وفایی کی,aaj pahli baar us se main ne bevafai ki
ورنہ اب تلک یوں تھا خواہشوں کی بارش میں,varna ab talak yuun tha khvahishon ki barish men
یا تو ٹوٹ کر رویا یا غزل سرایی کی,ya to tuut kar roya ya ghazal sarai ki
تج دیا تھا کل جن کو ہم نے تیری چاہت میں,taj diya tha kal jin ko ham ne teri chahat men
آج ان سے مجبورا تازہ آشنایی کی,aaj un se majburan taaza ashnai ki
ہو چلا تھا جب مجھ کو اختلاف اپنے سے,ho chala tha jab mujh ko ikhtilaf apne se
تو نے کس گھڑی ظالم میری ہم نوایی کی,tu ne kis ghadi zalim meri ham navai ki
ترک کر چکے قاصد کویے نامراداں کو,tark kar chuke qasid ku e na muradan ko
کون اب خبر لاوے شہر آشنایی کی,kaun ab khabar laave shahr e ashnai ki
طنز و طعنہ و تہمت سب ہنر ہیں ناصح کے,tanz o taana o tohmat sab hunar hain naseh ke
آپ سے کویی پوچھے ہم نے کیا برایی کی,aap se koi puchhe ham ne kya burai ki
پھر قفس میں شور اٹھا قیدیوں کا اور صیاد,phir qafas men shor uttha qaidiyon ka aur sayyad
دیکھنا اڑا دے گا پھر خبر رہایی کی,dekhna uda dega phir khabar rihai ki
دکھ ہوا جب اس در پر کل فرازؔ کو دیکھا,dukh hua jab us dar par kal 'faraz' ko dekha
لاکھ عیب تھے اس میں خو نہ تھی گدایی کی,laakh aib the us men khu na thi gadai ki
اس سے پہلے کہ بے وفا ہو جاییں,is se pahle ki be vafa ho jaaen
کیوں نہ اے دوست ہم جدا ہو جاییں,kyuun na ai dost ham juda ho jaaen
تو بھی ہیرے سے بن گیا پتھر,tu bhi hiire se ban gaya patthar
ہم بھی کل جانے کیا سے کیا ہو جاییں,ham bhi kal jaane kya se kya ho jaaen
تو کہ یکتا تھا بے شمار ہوا,tu ki yakta tha be shumar hua
ہم بھی ٹوٹیں تو جا بجا ہو جاییں,ham bhi tuten to ja ba ja ho jaaen
ہم بھی مجبوریوں کا عذر کریں,ham bhi majburiyon ka uzr karen
پھر کہیں اور مبتلا ہو جاییں,phir kahin aur mubtala ho jaaen
ہم اگر منزلیں نہ بن پایے,ham agar manzilen na ban paae
منزلوں تک کا راستا ہو جاییں,manzilon tak ka rasta ho jaaen
دیر سے سوچ میں ہیں پروانے,der se soch men hain parvane
راکھ ہو جاییں یا ہوا ہو جاییں,raakh ho jaaen ya hava ho jaaen
عشق بھی کھیل ہے نصیبوں کا,ishq bhi khel hai nasibon ka
خاک ہو جاییں کیمیا ہو جاییں,khaak ho jaaen kimiya ho jaaen
اب کے گر تو ملے تو ہم تجھ سے,ab ke gar tu mile to ham tujh se
ایسے لپٹیں تری قبا ہو جاییں,aise lipten tiri qaba ho jaaen
بندگی ہم نے چھوڑ دی ہے فرازؔ,bandagi ham ne chhod di hai 'faraz'
کیا کریں لوگ جب خدا ہو جاییں,kya karen log jab khuda ho jaaen
جب بھی دل کھول کے رویے ہوں گے,jab bhi dil khol ke roe honge
لوگ آرام سے سویے ہوں گے,log aram se soe honge
بعض اوقات بہ مجبوری دل,baaz auqat ba majburi e dil
ہم تو کیا آپ بھی رویے ہوں گے,ham to kya aap bhi roe honge
صبح تک دست صبا نے کیا کیا,subh tak dast e saba ne kya kya
پھول کانٹوں میں پرویے ہوں گے,phuul kanton men piroe honge
وہ سفینے جنہیں طوفاں نہ ملے,vo safine jinhen tufan na mile
ناخداؤں نے ڈبویے ہوں گے,na khudaon ne duboe honge
رات بھر ہنستے ہویے تاروں نے,raat bhar hanste hue taron ne
ان کے عارض بھی بھگویے ہوں گے,un ke aariz bhi bhigoe honge
کیا عجب ہے وہ ملے بھی ہوں فرازؔ,kya ajab hai vo mile bhi hon 'faraz'
ہم کسی دھیان میں کھویے ہوں گے,ham kisi dhyan men khoe honge
جس سمت بھی دیکھوں نظر آتا ہے کہ تم ہو,jis samt bhi dekhun nazar aata hai ki tum ho
اے جان جہاں یہ کویی تم سا ہے کہ تم ہو,ai jan e jahan ye koi tum sa hai ki tum ho
یہ خواب ہے خوشبو ہے کہ جھونکا ہے کہ پل ہے,ye khvab hai khushbu hai ki jhonka hai ki pal hai
یہ دھند ہے بادل ہے کہ سایا ہے کہ تم ہو,ye dhund hai badal hai ki saaya hai ki tum ho
اس دید کی ساعت میں کیی رنگ ہیں لرزاں,is diid ki saaat men kai rang hain larzan
میں ہوں کہ کویی اور ہے دنیا ہے کہ تم ہو,main huun ki koi aur hai duniya hai ki tum ho
دیکھو یہ کسی اور کی آنکھیں ہیں کہ میری,dekho ye kisi aur ki ankhen hain ki meri
دیکھوں یہ کسی اور کا چہرہ ہے کہ تم ہو,dekhun ye kisi aur ka chehra hai ki tum ho
یہ عمر گریزاں کہیں ٹھہرے تو یہ جانوں,ye umr e gurezan kahin thahre to ye janun
ہر سانس میں مجھ کو یہی لگتا ہے کہ تم ہو,har saans men mujh ko yahi lagta hai ki tum ho
ہر بزم میں موضوع سخن دل زدگاں کا,har bazm men mauzu e sukhan dil zadagan ka
اب کون ہے شیریں ہے کہ لیلی ہے کہ تم ہو,ab kaun hai shirin hai ki laila hai ki tum ho
اک درد کا پھیلا ہوا صحرا ہے کہ میں ہوں,ik dard ka phaila hua sahra hai ki main huun
اک موج میں آیا ہوا دریا ہے کہ تم ہو,ik mauj men aaya hua dariya hai ki tum ho
وہ وقت نہ آیے کہ دل زار بھی سوچے,vo vaqt na aae ki dil e zar bhi soche
اس شہر میں تنہا کویی ہم سا ہے کہ تم ہو,is shahr men tanha koi ham sa hai ki tum ho
آباد ہم آشفتہ سروں سے نہیں مقتل,abad ham ashufta saron se nahin maqtal
یہ رسم ابھی شہر میں زندہ ہے کہ تم ہو,ye rasm abhi shahr men zinda hai ki tum ho
اے جان فرازؔ اتنی بھی توفیق کسے تھی,ai jan e 'faraz' itni bhi taufiq kise thi
ہم کو غم ہستی بھی گوارا ہے کہ تم ہو,ham ko gham e hasti bhi gavara hai ki tum ho
جو غیر تھے وہ اسی بات پر ہمارے ہویے,jo ghair the vo isi baat par hamare hue
کہ ہم سے دوست بہت بے خبر ہمارے ہویے,ki ham se dost bahut be khabar hamare hue
کسے خبر وہ محبت تھی یا رقابت تھی,kise khabar vo mohabbat thi ya raqabat thi
بہت سے لوگ تجھے دیکھ کر ہمارے ہویے,bahut se log tujhe dekh kar hamare hue
اب اک ہجوم شکستہ دلاں ہے ساتھ اپنے,ab ik hujum e shikasta dilan hai saath apne
جنہیں کویی نہ ملا ہم سفر ہمارے ہویے,jinhen koi na mila ham safar hamare hue
کسی نے غم تو کسی نے مزاج غم بخشا,kisi ne gham to kisi ne mizaj e gham bakhsha
سب اپنی اپنی جگہ چارہ گر ہمارے ہویے,sab apni apni jagah charagar hamare hue
بجھا کے طاق کی شمعیں نہ دیکھ تاروں کو,bujha ke taaq ki shamen na dekh taron ko
اسی جنوں میں تو برباد گھر ہمارے ہویے,isi junun men to barbad ghar hamare hue
وہ اعتماد کہاں سے فرازؔ لاییں گے,vo e'timad kahan se 'faraz' laenge
کسی کو چھوڑ کے وہ اب اگر ہمارے ہویے,kisi ko chhod ke vo ab agar hamare hue
جز ترے کویی بھی دن رات نہ جانے میرے,juz tire koi bhi din raat na jaane mere
تو کہاں ہے مگر اے دوست پرانے میرے,tu kahan hai magar ai dost purane mere
تو بھی خوشبو ہے مگر میرا تجسس بے کار,tu bhi khushbu hai magar mera tajassus bekar
برگ آوارہ کی مانند ٹھکانے میرے,barg e avara ki manind thikane mere
شمع کی لو تھی کہ وہ تو تھا مگر ہجر کی رات,shama ki lau thi ki vo tu tha magar hijr ki raat
دیر تک روتا رہا کویی سرہانے میرے,der tak rota raha koi sirhane mere
خلق کی بے خبری ہے کہ مری رسوایی,khalq ki be khabari hai ki miri rusvai
لوگ مجھ کو ہی سناتے ہیں فسانے میرے,log mujh ko hi sunate hain fasane mere
لٹ کے بھی خوش ہوں کہ اشکوں سے بھرا ہے دامن,lut ke bhi khush huun ki ashkon se bhara hai daman
دیکھ غارت گر دل یہ بھی خزانے میرے,dekh gharat gar e dil ye bhi khazane mere
آج اک اور برس بیت گیا اس کے بغیر,aaj ik aur baras biit gaya us ke baghair
جس کے ہوتے ہویے ہوتے تھے زمانے میرے,jis ke hote hue hote the zamane mere
کاش تو بھی میری آواز کہیں سنتا ہو,kaash tu bhi meri avaz kahin sunta ho
پھر پکارا ہے تجھے دل کی صدا نے میرے,phir pukara hai tujhe dil ki sada ne mere
کاش تو بھی کبھی آ جایے مسیحایی کو,kaash tu bhi kabhi aa jaae masihai ko
لوگ آتے ہیں بہت دل کو دکھانے میرے,log aate hain bahut dil ko dukhane mere
کاش اوروں کی طرح میں بھی کبھی کہہ سکتا,kaash auron ki tarah main bhi kabhi kah sakta
بات سن لی ہے مری آج خدا نے میرے,baat sun li hai miri aaj khuda ne mere
تو ہے کس حال میں اے زود فراموش مرے,tu hai kis haal men ai zud faramosh mire
مجھ کو تو چھین لیا عہد وفا نے میرے,mujh ko to chhin liya ahd e vafa ne mere
چارہ گر یوں تو بہت ہیں مگر اے جان فرازؔ,charagar yuun to bahut hain magar ai jan e 'faraz'
جز ترے اور کویی زخم نہ جانے میرے,juz tire aur koi zakhm na jaane mere
کروں نہ یاد مگر کس طرح بھلاؤں اسے,karun na yaad magar kis tarah bhulaun use
غزل بہانہ کروں اور گنگناؤں اسے,ghazal bahana karun aur gungunaun use
وہ خار خار ہے شاخ گلاب کی مانند,vo khaar khaar hai shakh e gulab ki manind
میں زخم زخم ہوں پھر بھی گلے لگاؤں اسے,main zakhm zakhm huun phir bhi gale lagaun use
یہ لوگ تذکرے کرتے ہیں اپنے لوگوں کے,ye log tazkire karte hain apne logon ke
میں کیسے بات کروں اب کہاں سے لاؤں اسے,main kaise baat karun ab kahan se laun use
مگر وہ زود فراموش زود رنج بھی ہے,magar vo zud faramosh zud ranj bhi hai
کہ روٹھ جایے اگر یاد کچھ دلاؤں اسے,ki ruuth jaae agar yaad kuchh dilaun use
وہی جو دولت دل ہے وہی جو راحت جاں,vahi jo daulat e dil hai vahi jo rahat e jan
تمہاری بات پہ اے ناصحو گنواؤں اسے,tumhari baat pe ai naseho ganvaun use
جو ہم سفر سر منزل بچھڑ رہا ہے فرازؔ,jo ham safar sar e manzil bichhad raha hai 'faraz'
عجب نہیں ہے اگر یاد بھی نہ آؤں اسے,ajab nahin hai agar yaad bhi na aauun use
کٹھن ہے راہ گزر تھوڑی دور ساتھ چلو,kathin hai rahguzar thodi duur saath chalo
بہت کڑا ہے سفر تھوڑی دور ساتھ چلو,bahut kada hai safar thodi duur saath chalo
تمام عمر کہاں کویی ساتھ دیتا ہے,tamam umr kahan koi saath deta hai
یہ جانتا ہوں مگر تھوڑی دور ساتھ چلو,ye janta huun magar thodi duur saath chalo
نشے میں چور ہوں میں بھی تمہیں بھی ہوش نہیں,nashe men chuur huun main bhi tumhen bhi hosh nahin
بڑا مزہ ہو اگر تھوڑی دور ساتھ چلو,bada maza ho agar thodi duur saath chalo
یہ ایک شب کی ملاقات بھی غنیمت ہے,ye ek shab ki mulaqat bhi ghanimat hai
کسے ہے کل کی خبر تھوڑی دور ساتھ چلو,kise hai kal ki khabar thodi duur saath chalo
ابھی تو جاگ رہے ہیں چراغ راہوں کے,abhi to jaag rahe hain charagh rahon ke
ابھی ہے دور سحر تھوڑی دور ساتھ چلو,abhi hai duur sahar thodi duur saath chalo
طواف منزل جاناں ہمیں بھی کرنا ہے,tavaf e manzil e janan hamen bhi karna hai
فرازؔ تم بھی اگر تھوڑی دور ساتھ چلو,'faraz' tum bhi agar thodi duur saath chalo
خاموش ہو کیوں داد جفا کیوں نہیں دیتے,khamosh ho kyuun dad e jafa kyuun nahin dete
بسمل ہو تو قاتل کو دعا کیوں نہیں دیتے,bismil ho to qatil ko dua kyuun nahin dete
وحشت کا سبب روزن زنداں تو نہیں ہے,vahshat ka sabab rauzan e zindan to nahin hai
مہر و مہ و انجم کو بجھا کیوں نہیں دیتے,mehr o mah o anjum ko bujha kyuun nahin dete
اک یہ بھی تو انداز علاج غم جاں ہے,ik ye bhi to andaz e ilaj e gham e jan hai
اے چارہ گرو درد بڑھا کیوں نہیں دیتے,ai charagaro dard badha kyuun nahin dete
منصف ہو اگر تم تو کب انصاف کرو گے,munsif ho agar tum to kab insaf karoge
مجرم ہیں اگر ہم تو سزا کیوں نہیں دیتے,mujrim hain agar ham to saza kyuun nahin dete
رہزن ہو تو حاضر ہے متاع دل و جاں بھی,rahzan ho to hazir hai mata e dil o jan bhi
رہبر ہو تو منزل کا پتہ کیوں نہیں دیتے,rahbar ho to manzil ka pata kyuun nahin dete
کیا بیت گیی اب کے فرازؔ اہل چمن پر؟,kya biit gai ab ke 'faraz' ahl e chaman par
یاران قفس مجھ کو صدا کیوں نہیں دیتے,yaran e qafas mujh ko sada kyuun nahin dete
کیا ایسے کم سخن سے کویی گفتگو کرے,kya aise kam sukhan se koi guftugu kare
جو مستقل سکوت سے دل کو لہو کرے,jo mustaqil sukut se dil ko lahu kare
اب تو ہمیں بھی ترک مراسم کا دکھ نہیں,ab to hamen bhi tark e marasim ka dukh nahin
پر دل یہ چاہتا ہے کہ آغاز تو کرے,par dil ye chahta hai ki aghaz tu kare
تیرے بغیر بھی تو غنیمت ہے زندگی,tere baghair bhi to ghanimat hai zindagi
خود کو گنوا کے کون تری جستجو کرے,khud ko ganva ke kaun tiri justuju kare
اب تو یہ آرزو ہے کہ وہ زخم کھاییے,ab to ye aarzu hai ki vo zakhm khaiye
تا زندگی یہ دل نہ کویی آرزو کرے,ta zindagi ye dil na koi aarzu kare
تجھ کو بھلا کے دل ہے وہ شرمندۂ نظر,tujh ko bhula ke dil hai vo sharminda e nazar
اب کویی حادثہ ہی ترے روبرو کرے,ab koi hadsa hi tire ru ba ru kare
چپ چاپ اپنی آگ میں جلتے رہو فرازؔ,chup chap apni aag men jalte raho 'faraz'
دنیا تو عرض حال سے بے آبرو کرے,duniya to arz e hal se be abru kare
میں تو مقتل میں بھی قسمت کا سکندر نکلا,main to maqtal men bhi qismat ka sikandar nikla
قرعۂ فال مرے نام کا اکثر نکلا,qura e fal mire naam ka aksar nikla
تھا جنہیں زعم وہ دریا بھی مجھی میں ڈوبے,tha jinhen zoam vo dariya bhi mujhi men duube
میں کہ صحرا نظر آتا تھا سمندر نکلا,main ki sahra nazar aata tha samundar nikla
میں نے اس جان بہاراں کو بہت یاد کیا,main ne us jan e baharan ko bahut yaad kiya
جب کویی پھول مری شاخ ہنر پر نکلا,jab koi phuul miri shakh e hunar par nikla
